config,model,experiment_id,num_narrative_agents,num_subnarrative_agents,aggregation,validation,retrieval,total_api_calls,total_cost_usd,total_latency_sec,avg_latency_sec,avg_cost_usd,avg_api_calls,total_documents,f1_samples
run_5_config,gemini-2.5-flash,actor_critic_gemini_en_t07,1,1,union,True,False,41,0.061500000000000034,1282.0626278999268,31.26982019268114,0.001500000000000001,1.0,41,
actor_critic_gpt5nano_en_t00,gpt-5-nano,actor_critic_gpt5nano_en_t00,1,1,union,True,False,125,0.05,6404.357815,256.1743126,0.002,5.0,25,0.1047
run_1_config,gpt-5-nano,actor_critic_gpt5nano_en_t00,1,1,union,True,False,41,0.08200000000000006,6402.648746000141,156.1621645365888,0.0020000000000000013,1.0,41,
run_2_config,gpt-5-nano,actor_critic_gpt5nano_en_t00,1,1,union,True,False,41,0.08200000000000006,7842.031554499641,191.2690623048693,0.0020000000000000013,1.0,41,
run_3_config,gpt-5-nano,actor_critic_gpt5nano_en_t00,1,1,union,True,False,41,0.08200000000000006,6678.028827500068,162.87875189024555,0.0020000000000000013,1.0,41,
run_4_config,gpt-5-nano,actor_critic_gpt5nano_en_t00,1,1,union,True,False,41,0.08200000000000006,8021.141416000205,195.6375955122001,0.0020000000000000013,1.0,41,
run_5_config,gpt-5-nano,actor_critic_gpt5nano_en_t00,1,1,union,True,False,41,0.08200000000000006,6050.338936399672,147.56924235121153,0.0020000000000000013,1.0,41,
actor_critic_gpt5nano_en_t07,gpt-5-nano,actor_critic_gpt5nano_en_t07,1,1,union,True,False,205,0.082,5969.724396,145.60303404878047,0.002,5.0,41,0.2415
run_1_config,gpt-5-nano,actor_critic_gpt5nano_en_t07,1,1,union,True,False,41,0.08200000000000006,5967.7432093001,145.55471242195364,0.0020000000000000013,1.0,41,
run_2_config,gpt-5-nano,actor_critic_gpt5nano_en_t07,1,1,union,True,False,41,0.08200000000000006,7413.455862499777,180.81599664633603,0.0020000000000000013,1.0,41,
run_3_config,gpt-5-nano,actor_critic_gpt5nano_en_t07,1,1,union,True,False,41,0.08200000000000006,6552.317716499791,159.8126272317022,0.0020000000000000013,1.0,41,
run_4_config,gpt-5-nano,actor_critic_gpt5nano_en_t07,1,1,union,True,False,41,0.08200000000000006,7246.997267299803,176.75603090975127,0.0020000000000000013,1.0,41,
run_5_config,gpt-5-nano,actor_critic_gpt5nano_en_t07,1,1,union,True,False,41,0.08200000000000006,7122.701697099952,173.7244316365842,0.0020000000000000013,1.0,41,
actor_critic_mistral_bg_t00,mistral-large-latest,actor_critic_mistral_bg_t00,1,1,union,True,False,175,1.2249999999999999,2494.071199,71.25917711428572,0.034999999999999996,5.0,35,0.2323
run_1_config,mistral-large-latest,actor_critic_mistral_bg_t00,1,1,union,True,False,35,1.225,2493.6204029996875,71.2462972285625,0.035,1.0,35,
run_2_config,mistral-large-latest,actor_critic_mistral_bg_t00,1,1,union,True,False,35,1.225,2348.7993487999775,67.1085528228565,0.035,1.0,35,
run_3_config,mistral-large-latest,actor_critic_mistral_bg_t00,1,1,union,True,False,35,1.225,2458.618599999696,70.24624571427702,0.035,1.0,35,
run_4_config,mistral-large-latest,actor_critic_mistral_bg_t00,1,1,union,True,False,35,1.225,2482.9092383002867,70.94026395143676,0.035,1.0,35,
run_5_config,mistral-large-latest,actor_critic_mistral_bg_t00,1,1,union,True,False,35,1.225,2632.5069877998903,75.21448536571116,0.035,1.0,35,
actor_critic_mistral_en_t00,mistral-large-latest,actor_critic_mistral_en_t00,1,1,union,True,False,200,1.4000000000000001,460.773272,11.5193318,0.035,5.0,40,0.1461
run_1_config,mistral-large-latest,actor_critic_mistral_en_t00,1,1,union,True,False,41,1.4349999999999996,460.3401820999574,11.227809319511156,0.03499999999999999,1.0,41,
run_2_config,mistral-large-latest,actor_critic_mistral_en_t00,1,1,union,True,False,41,1.4349999999999996,462.6476822001857,11.284089809760628,0.03499999999999999,1.0,41,
run_3_config,mistral-large-latest,actor_critic_mistral_en_t00,1,1,union,True,False,41,1.4349999999999996,474.3739696000699,11.570096819513902,0.03499999999999999,1.0,41,
run_4_config,mistral-large-latest,actor_critic_mistral_en_t00,1,1,union,True,False,41,1.4349999999999996,466.3552765999919,11.374518941463217,0.03499999999999999,1.0,41,
run_5_config,mistral-large-latest,actor_critic_mistral_en_t00,1,1,union,True,False,41,1.4349999999999996,472.4565610000862,11.523330756099664,0.03499999999999999,1.0,41,
actor_critic_mistral_en_t00,mistral-large-latest,default,1,1,union,True,False,41,1.4349999999999996,2610.1556043000905,63.66233181219733,0.03499999999999999,1.0,41,
actor_critic_mistral_en_t00_evidence,mistral-large-latest,actor_critic_mistral_en_t00_evidence,1,1,union,True,False,200,1.4000000000000001,2631.416445,65.785411125,0.035,5.0,40,0.1496
run_1_config,mistral-large-latest,actor_critic_mistral_en_t00_evidence,1,1,union,True,False,41,1.4349999999999996,2630.8947093999004,64.1681636439,0.03499999999999999,1.0,41,
actor_critic_mistral_en_t07,mistral-large-latest,actor_critic_mistral_en_t07,1,1,union,True,False,205,1.435,503.110229,12.270981195121951,0.035,5.0,41,0.1454
run_1_config,mistral-large-latest,actor_critic_mistral_en_t07,1,1,union,True,False,41,1.4349999999999996,502.66447820002185,12.260109224390776,0.03499999999999999,1.0,41,
run_2_config,mistral-large-latest,actor_critic_mistral_en_t07,1,1,union,True,False,41,1.4349999999999996,472.5639694000124,11.525950473171035,0.03499999999999999,1.0,41,
run_3_config,mistral-large-latest,actor_critic_mistral_en_t07,1,1,union,True,False,41,1.4349999999999996,461.6765753999355,11.260404278047206,0.03499999999999999,1.0,41,
run_4_config,mistral-large-latest,actor_critic_mistral_en_t07,1,1,union,True,False,41,1.4349999999999996,483.5451605999846,11.793784404877673,0.03499999999999999,1.0,41,
run_5_config,mistral-large-latest,actor_critic_mistral_en_t07,1,1,union,True,False,41,1.4349999999999996,493.1099588000211,12.027072165854173,0.03499999999999999,1.0,41,
actor_critic_mistral_hi_t00,mistral-large-latest,actor_critic_mistral_hi_t00,1,1,union,True,False,175,1.2249999999999999,2881.241316,82.32118045714286,0.034999999999999996,5.0,35,0.1558
run_1_config,mistral-large-latest,actor_critic_mistral_hi_t00,1,1,union,True,False,35,1.225,2880.804128599818,82.30868938856622,0.035,1.0,35,
run_2_config,mistral-large-latest,actor_critic_mistral_hi_t00,1,1,union,True,False,35,1.225,2941.191049200016,84.03402997714332,0.035,1.0,35,
run_3_config,mistral-large-latest,actor_critic_mistral_hi_t00,1,1,union,True,False,35,1.225,2893.2711957995793,82.6648913085594,0.035,1.0,35,
run_4_config,mistral-large-latest,actor_critic_mistral_hi_t00,1,1,union,True,False,35,1.225,2963.171769300011,84.66205055142888,0.035,1.0,35,
run_5_config,mistral-large-latest,actor_critic_mistral_hi_t00,1,1,union,True,False,35,1.225,2917.5866630002856,83.3596189428653,0.035,1.0,35,
actor_critic_mistral_pt_t00,mistral-large-latest,actor_critic_mistral_pt_t00,1,1,union,True,False,175,1.2249999999999999,1289.049967,36.82999905714286,0.034999999999999996,5.0,35,0.1923
run_1_config,mistral-large-latest,actor_critic_mistral_pt_t00,1,1,union,True,False,35,1.225,1288.190744800027,36.805449851429344,0.035,1.0,35,
run_2_config,mistral-large-latest,actor_critic_mistral_pt_t00,1,1,union,True,False,35,1.225,1352.099532200024,38.63141520571497,0.035,1.0,35,
run_3_config,mistral-large-latest,actor_critic_mistral_pt_t00,1,1,union,True,False,35,1.225,2186.1397155998266,62.46113473142361,0.035,1.0,35,
run_4_config,mistral-large-latest,actor_critic_mistral_pt_t00,1,1,union,True,False,35,1.225,1397.2750115003437,39.9221431857241,0.035,1.0,35,
run_5_config,mistral-large-latest,actor_critic_mistral_pt_t00,1,1,union,True,False,35,1.225,1425.575953300111,40.73074152286031,0.035,1.0,35,
actor_critic_mistral_ru_t00,mistral-large-latest,actor_critic_mistral_ru_t00,1,1,union,True,False,160,1.12,2019.011327,63.09410396875,0.035,5.0,32,0.213
run_1_config,mistral-large-latest,actor_critic_mistral_ru_t00,1,1,union,True,False,32,1.1200000000000003,2018.1641089003533,63.06762840313604,0.03500000000000001,1.0,32,
run_2_config,mistral-large-latest,actor_critic_mistral_ru_t00,1,1,union,True,False,32,1.1200000000000003,2028.7353880000283,63.39798087500088,0.03500000000000001,1.0,32,
run_3_config,mistral-large-latest,actor_critic_mistral_ru_t00,1,1,union,True,False,32,1.1200000000000003,2074.8266470003873,64.8383327187621,0.03500000000000001,1.0,32,
run_4_config,mistral-large-latest,actor_critic_mistral_ru_t00,1,1,union,True,False,32,1.1200000000000003,2213.9555792002957,69.18611185000924,0.03500000000000001,1.0,32,
run_5_config,mistral-large-latest,actor_critic_mistral_ru_t00,1,1,union,True,False,32,1.1200000000000003,2243.221384699924,70.10066827187262,0.03500000000000001,1.0,32,
actor_critic_together_llama33_70b_en_t00,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t00,1,1,union,True,False,205,0.082,1118.481435,27.280034999999994,0.002,5.0,41,0.1729
run_1_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t00,1,1,union,True,False,41,0.0,1108.2870407002044,27.031391236590352,0.0,1.0,41,
run_2_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t00,1,1,union,True,False,41,0.0,1158.899314800277,28.265836946348216,0.0,1.0,41,
run_3_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t00,1,1,union,True,False,41,0.0,760.4037558999848,18.54643307073134,0.0,1.0,41,
run_4_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t00,1,1,union,True,False,41,0.0,834.1906464998615,20.346113329264913,0.0,1.0,41,
run_5_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t00,1,1,union,True,False,41,0.0,1157.3071782002237,28.22700434634692,0.0,1.0,41,
actor_critic_together_llama33_70b_en_t07,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t07,1,1,union,True,False,205,0.082,1005.538403,24.525326902439026,0.002,5.0,41,0.1719
run_1_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t07,1,1,union,True,False,41,0.0,995.5898911999545,24.28268027316962,0.0,1.0,41,
run_2_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t07,1,1,union,True,False,41,0.0,713.4489190997556,17.401193148774528,0.0,1.0,41,
run_3_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t07,1,1,union,True,False,41,0.0,1034.9724702001554,25.243230980491592,0.0,1.0,41,
run_4_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t07,1,1,union,True,False,41,0.0,649.6997494995593,15.846335353647788,0.0,1.0,41,
run_5_config,meta-llama/Llama-3.3-70B-Instruct-Turbo,actor_critic_together_llama33_70b_en_t07,1,1,union,True,False,41,0.0,1161.6160991000938,28.33209997805107,0.0,1.0,41,
agora_deepseek_bg_t00,deepseek-chat,agora_deepseek_bg_t00,3,1,intersection,False,False,175,0.07350000000000001,57.149399,1.6328399714285715,0.0021000000000000003,5.0,35,0.37
run_1_config,deepseek-chat,agora_deepseek_bg_t00,3,1,intersection,False,False,35,0.07350000000000001,51.15467009996061,1.4615620028560175,0.0021000000000000003,1.0,35,
run_2_config,deepseek-chat,agora_deepseek_bg_t00,3,1,intersection,False,False,35,0.07350000000000001,49.02001760015264,1.4005719314329326,0.0021000000000000003,1.0,35,
run_3_config,deepseek-chat,agora_deepseek_bg_t00,3,1,intersection,False,False,35,0.07350000000000001,49.503448999952525,1.4143842571415006,0.0021000000000000003,1.0,35,
run_4_config,deepseek-chat,agora_deepseek_bg_t00,3,1,intersection,False,False,35,0.07350000000000001,54.09245879994707,1.5454988228556306,0.0021000000000000003,1.0,35,
run_5_config,deepseek-chat,agora_deepseek_bg_t00,3,1,intersection,False,False,35,0.07350000000000001,48.819180799881,1.3948337371394572,0.0021000000000000003,1.0,35,
agora_deepseek_bg_t07,deepseek-chat,agora_deepseek_bg_t07,3,1,intersection,False,False,175,0.07350000000000001,56.51455800000001,1.6147016571428574,0.0021000000000000003,5.0,35,0.3575
run_1_config,deepseek-chat,agora_deepseek_bg_t07,3,1,intersection,False,False,35,0.07350000000000001,50.29815819999206,1.4370902342854874,0.0021000000000000003,1.0,35,
run_2_config,deepseek-chat,agora_deepseek_bg_t07,3,1,intersection,False,False,35,0.07350000000000001,53.477792199933866,1.5279369199981103,0.0021000000000000003,1.0,35,
run_3_config,deepseek-chat,agora_deepseek_bg_t07,3,1,intersection,False,False,35,0.07350000000000001,53.229810700053335,1.520851734287238,0.0021000000000000003,1.0,35,
run_4_config,deepseek-chat,agora_deepseek_bg_t07,3,1,intersection,False,False,35,0.07350000000000001,50.88802379998381,1.4539435371423948,0.0021000000000000003,1.0,35,
